chapter,verse,manuscript,base_reading,ms_reading,type,base_context_10w,ms_context_10w
1,J 1:5,aleph,CONTENT,CONTENT α,substitution_morphological,CONTENT CONTENT CONTENT και η CONTENT CONTENT ου CONTENT,CONTENT CONTENT CONTENT και η CONTENT α CONTENT ου CONTENT CONTENT
1,J 1:5,aleph,CONTENT,CONTENT CONTENT,substitution_morphological,και η CONTENT CONTENT ου CONTENT,η CONTENT α CONTENT ου CONTENT CONTENT
1,J 1:5,A,CONTENT,CONTENT CONTENT,substitution_morphological,και η CONTENT CONTENT ου CONTENT,και η CONTENT CONTENT ου CONTENT CONTENT
1,J 1:5,D,CONTENT CONTENT,CONTENT,substitution_morphological,το CONTENT εν τη CONTENT CONTENT CONTENT και η CONTENT CONTENT ου,το CONTENT εν τη CONTENT CONTENT και η CONTENT CONTENT ου
1,J 1:6,P66,CONTENT CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT CONTENT CONTENT παρα CONTENT,CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT
1,J 1:6,P66,CONTENT CONTENT παρα,CONTENT CONTENT CONTENT,substitution_morphological,CONTENT CONTENT CONTENT CONTENT CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT αυτω CONTENT
1,J 1:6,P66,CONTENT,CONTENT,substitution_morphological,CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT CONTENT CONTENT CONTENT αυτω CONTENT
1,J 1:6,aleph,CONTENT CONTENT CONTENT CONTENT CONTENT,CONTENT CONTENT CONTENT CONTENT CONTENT,substitution_morphological,CONTENT CONTENT CONTENT CONTENT CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT CONTENT CONTENT CONTENT CONTENT παρα CONTENT ην ο CONTENT
1,J 1:6,aleph,CONTENT,ην ο CONTENT,substitution_morphological,CONTENT CONTENT CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT CONTENT CONTENT παρα CONTENT ην ο CONTENT αυτω CONTENT CONTENT
1,J 1:6,aleph,CONTENT,CONTENT CONTENT,substitution_morphological,CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT ην ο CONTENT αυτω CONTENT CONTENT
1,J 1:6,A,CONTENT CONTENT CONTENT CONTENT CONTENT,CONTENT CONTENT CONTENT CONTENT,substitution_morphological,CONTENT CONTENT CONTENT CONTENT CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT CONTENT CONTENT CONTENT παρα CONTENT CONTENT CONTENT τω
1,J 1:6,A,αυτω CONTENT,CONTENT τω CONTENT,substitution_morphological,CONTENT CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT CONTENT παρα CONTENT CONTENT CONTENT τω CONTENT
1,J 1:6,D,CONTENT CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT CONTENT CONTENT παρα CONTENT,CONTENT CONTENT CONTENT παρα CONTENT CONTENT
1,J 1:6,D,CONTENT CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT CONTENT CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT CONTENT CONTENT παρα CONTENT CONTENT εν ην
1,J 1:6,D,[ADD],CONTENT,addition,CONTENT CONTENT CONTENT CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT CONTENT CONTENT παρα CONTENT CONTENT εν ην CONTENT αυτω
1,J 1:6,D,[ADD],εν ην,addition,CONTENT CONTENT CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT CONTENT παρα CONTENT CONTENT εν ην CONTENT αυτω CONTENT CONTENT
1,J 1:6,D,CONTENT,CONTENT CONTENT,substitution_morphological,CONTENT παρα CONTENT CONTENT αυτω CONTENT,CONTENT εν ην CONTENT αυτω CONTENT CONTENT
1,J 1:7,P66,CONTENT,CONTENT CONTENT,substitution_morphological,ουτος CONTENT εις CONTENT CONTENT CONTENT περι,ουτος CONTENT CONTENT εις CONTENT CONTENT CONTENT περι
1,J 1:7,P66,CONTENT CONTENT,CONTENT CONTENT,substitution_morphological,περι του CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT αυτου,περι του CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT αυτου
1,J 1:7,aleph,CONTENT CONTENT CONTENT,CONTENT CONTENT CONTENT CONTENT CONTENT,substitution_morphological,ουτος CONTENT εις CONTENT CONTENT CONTENT περι του CONTENT CONTENT CONTENT,ουτος CONTENT εις CONTENT CONTENT CONTENT CONTENT CONTENT περι του CONTENT CONTENT CONTENT
1,J 1:7,aleph,CONTENT,CONTENT CONTENT,substitution_morphological,CONTENT CONTENT CONTENT περι του CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT,CONTENT CONTENT CONTENT περι του CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT αυτου
1,J 1:7,aleph,CONTENT CONTENT,CONTENT,substitution_morphological,περι του CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT αυτου,του CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT αυτου
1,J 1:7,A,CONTENT CONTENT,ινα CONTENT CONTENT,substitution_morphological,ουτος CONTENT εις CONTENT CONTENT CONTENT περι του CONTENT CONTENT CONTENT,ουτος CONTENT εις CONTENT ινα CONTENT CONTENT περι του CONTENT ινα CONTENT
1,J 1:7,A,CONTENT CONTENT CONTENT CONTENT,ινα CONTENT CONTENT CONTENT,substitution_morphological,CONTENT CONTENT περι του CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT αυτου,CONTENT CONTENT περι του CONTENT ινα CONTENT CONTENT CONTENT CONTENT αυτου
1,J 1:7,D,CONTENT CONTENT,CONTENT,substitution_morphological,περι του CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT αυτου,περι του CONTENT CONTENT CONTENT CONTENT CONTENT αυτου
1,J 1:8,P66,CONTENT ινα,αλλα CONTENT,substitution_morphological,ουκ ην εκεινος το CONTENT CONTENT ινα CONTENT CONTENT CONTENT του CONTENT,ουκ ην εκεινος το CONTENT αλλα CONTENT CONTENT περι του CONTENT
1,J 1:8,P66,CONTENT CONTENT,περι,substitution_morphological,το CONTENT CONTENT ινα CONTENT CONTENT CONTENT του CONTENT,το CONTENT αλλα CONTENT CONTENT περι του CONTENT
1,J 1:8,aleph,εκεινος,CONTENT CONTENT,substitution_morphological,ουκ ην εκεινος το CONTENT CONTENT ινα CONTENT,ουκ ην CONTENT CONTENT το CONTENT CONTENT CONTENT CONTENT
1,J 1:8,aleph,CONTENT ινα,CONTENT CONTENT CONTENT,substitution_morphological,ουκ ην εκεινος το CONTENT CONTENT ινα CONTENT CONTENT CONTENT του CONTENT,ην CONTENT CONTENT το CONTENT CONTENT CONTENT CONTENT CONTENT περι του CONTENT
1,J 1:8,aleph,CONTENT CONTENT,περι,substitution_morphological,το CONTENT CONTENT ινα CONTENT CONTENT CONTENT του CONTENT,CONTENT CONTENT CONTENT CONTENT CONTENT περι του CONTENT
1,J 1:8,A,CONTENT CONTENT,περι,substitution_morphological,το CONTENT CONTENT ινα CONTENT CONTENT CONTENT του CONTENT,το CONTENT CONTENT ινα CONTENT περι του CONTENT CONTENT
1,J 1:8,A,CONTENT,CONTENT CONTENT,substitution_morphological,ινα CONTENT CONTENT CONTENT του CONTENT,CONTENT ινα CONTENT περι του CONTENT CONTENT
1,J 1:8,D,CONTENT ινα,CONTENT CONTENT,substitution_morphological,ουκ ην εκεινος το CONTENT CONTENT ινα CONTENT CONTENT CONTENT του CONTENT,CONTENT ην εκεινος το CONTENT CONTENT CONTENT CONTENT περι του CONTENT
1,J 1:8,D,CONTENT CONTENT,περι,substitution_morphological,το CONTENT CONTENT ινα CONTENT CONTENT CONTENT του CONTENT,το CONTENT CONTENT CONTENT CONTENT περι του CONTENT
1,J 1:9,P66,CONTENT CONTENT,CONTENT CONTENT CONTENT,substitution_morphological,το CONTENT το CONTENT ο CONTENT CONTENT CONTENT CONTENT CONTENT εις τον,το CONTENT το CONTENT ο CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT εις τον
1,J 1:9,P66,CONTENT,CONTENT,substitution_morphological,ο CONTENT CONTENT CONTENT CONTENT CONTENT εις τον CONTENT CONTENT,CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT εις τον CONTENT
1,J 1:9,P66,CONTENT CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT εις τον CONTENT CONTENT,CONTENT CONTENT CONTENT εις τον CONTENT
1,J 1:9,aleph,CONTENT,α CONTENT,substitution_morphological,ην το CONTENT το CONTENT ο CONTENT CONTENT CONTENT CONTENT,ην το CONTENT το α CONTENT ο CONTENT CONTENT CONTENT CONTENT
1,J 1:9,aleph,CONTENT CONTENT,CONTENT CONTENT,substitution_morphological,το CONTENT το CONTENT ο CONTENT CONTENT CONTENT CONTENT CONTENT εις τον,CONTENT το α CONTENT ο CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT
1,J 1:9,aleph,CONTENT CONTENT,CONTENT CONTENT CONTENT CONTENT,substitution_morphological,CONTENT ο CONTENT CONTENT CONTENT CONTENT CONTENT εις τον CONTENT CONTENT,CONTENT ο CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT εις τον CONTENT
1,J 1:9,aleph,CONTENT CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT εις τον CONTENT CONTENT,CONTENT CONTENT CONTENT εις τον CONTENT
1,J 1:9,A,CONTENT,CONTENT CONTENT,substitution_morphological,ην το CONTENT το CONTENT ο CONTENT CONTENT CONTENT CONTENT,ην το CONTENT το CONTENT CONTENT ο CONTENT CONTENT CONTENT CONTENT
1,J 1:9,A,CONTENT CONTENT,CONTENT,substitution_morphological,το CONTENT το CONTENT ο CONTENT CONTENT CONTENT CONTENT CONTENT εις τον,CONTENT το CONTENT CONTENT ο CONTENT CONTENT CONTENT CONTENT εις τον
1,J 1:9,A,CONTENT,CONTENT,substitution_morphological,CONTENT ο CONTENT CONTENT CONTENT CONTENT CONTENT εις τον CONTENT CONTENT,CONTENT CONTENT ο CONTENT CONTENT CONTENT CONTENT εις τον CONTENT
1,J 1:9,A,CONTENT CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT εις τον CONTENT CONTENT,CONTENT CONTENT CONTENT εις τον CONTENT
1,J 1:9,D,CONTENT CONTENT,CONTENT,substitution_morphological,το CONTENT το CONTENT ο CONTENT CONTENT CONTENT CONTENT CONTENT εις τον,το CONTENT το CONTENT ο CONTENT CONTENT CONTENT CONTENT εις τον
1,J 1:9,D,CONTENT CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT εις τον CONTENT CONTENT,CONTENT CONTENT CONTENT εις τον CONTENT
1,J 1:10,P66,CONTENT,CONTENT CONTENT,substitution_morphological,CONTENT αυτου CONTENT και ο CONTENT αυτον ουκ CONTENT,CONTENT αυτου CONTENT και ο CONTENT CONTENT αυτον ουκ CONTENT
1,J 1:10,aleph,[ADD],CONTENT τον,addition,ην και ο CONTENT CONTENT αυτου CONTENT και ο CONTENT,ην και ο CONTENT CONTENT CONTENT τον αυτου CONTENT και ο CONTENT
1,J 1:10,aleph,αυτον,CONTENT,substitution_morphological,αυτου CONTENT και ο CONTENT αυτον ουκ CONTENT,αυτου CONTENT και ο CONTENT CONTENT ουκ CONTENT
1,J 1:11,P66,CONTENT οι,CONTENT,substitution_morphological,τα CONTENT CONTENT και οι CONTENT οι αυτον ου CONTENT,τα CONTENT CONTENT και οι CONTENT αυτον ου CONTENT
1,J 1:11,P66,CONTENT,CONTENT,substitution_morphological,οι CONTENT οι αυτον ου CONTENT,και οι CONTENT αυτον ου CONTENT
1,J 1:11,aleph,CONTENT οι,CONTENT,substitution_morphological,τα CONTENT CONTENT και οι CONTENT οι αυτον ου CONTENT,τα CONTENT CONTENT και οι CONTENT αυτον ου CONTENT
1,J 1:11,aleph,CONTENT,CONTENT,substitution_morphological,οι CONTENT οι αυτον ου CONTENT,και οι CONTENT αυτον ου CONTENT
1,J 1:11,A,CONTENT οι,CONTENT,substitution_morphological,τα CONTENT CONTENT και οι CONTENT οι αυτον ου CONTENT,τα CONTENT CONTENT και οι CONTENT αυτον ου CONTENT CONTENT
1,J 1:11,A,CONTENT,CONTENT CONTENT,substitution_morphological,οι CONTENT οι αυτον ου CONTENT,και οι CONTENT αυτον ου CONTENT CONTENT
1,J 1:11,D,CONTENT οι,CONTENT,substitution_morphological,τα CONTENT CONTENT και οι CONTENT οι αυτον ου CONTENT,τα CONTENT CONTENT και οι CONTENT αυτον ου CONTENT
1,J 1:11,D,CONTENT,CONTENT,substitution_morphological,οι CONTENT οι αυτον ου CONTENT,και οι CONTENT αυτον ου CONTENT
1,J 1:12,P66,CONTENT,CONTENT,substitution_morphological,CONTENT δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT,CONTENT δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT
1,J 1:12,P66,CONTENT CONTENT,CONTENT CONTENT,substitution_morphological,δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT CONTENT CONTENT CONTENT τοις CONTENT,δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT CONTENT CONTENT CONTENT τοις CONTENT
1,J 1:12,aleph,CONTENT,CONTENT,substitution_morphological,CONTENT δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT,CONTENT δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT
1,J 1:12,aleph,CONTENT CONTENT,CONTENT,substitution_morphological,δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT CONTENT CONTENT CONTENT τοις CONTENT,δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT CONTENT CONTENT τοις CONTENT
1,J 1:12,aleph,CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT CONTENT τοις CONTENT εις το CONTENT αυτου,CONTENT CONTENT CONTENT CONTENT τοις CONTENT εις το CONTENT αυτου
1,J 1:12,A,CONTENT αυτον,CONTENT CONTENT,substitution_morphological,CONTENT δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT CONTENT,CONTENT δε CONTENT CONTENT CONTENT αυτοις CONTENT τε CONTENT
1,J 1:12,A,CONTENT CONTENT CONTENT,CONTENT τε CONTENT,substitution_morphological,δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT CONTENT CONTENT CONTENT τοις CONTENT εις,δε CONTENT CONTENT CONTENT αυτοις CONTENT τε CONTENT CONTENT CONTENT τοις CONTENT CONTENT
1,J 1:12,A,CONTENT,CONTENT CONTENT,substitution_morphological,CONTENT CONTENT CONTENT CONTENT τοις CONTENT εις το CONTENT αυτου,τε CONTENT CONTENT CONTENT τοις CONTENT CONTENT εις το CONTENT αυτου
1,J 1:12,D,δε CONTENT,CONTENT,substitution_morphological,CONTENT δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT,CONTENT CONTENT αυτον CONTENT CONTENT αυτω αυτοις
1,J 1:12,D,[ADD],CONTENT,addition,CONTENT δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT CONTENT,CONTENT CONTENT αυτον CONTENT CONTENT αυτω αυτοις CONTENT CONTENT
1,J 1:12,D,[ADD],αυτω,addition,CONTENT δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT CONTENT CONTENT,CONTENT CONTENT αυτον CONTENT CONTENT αυτω αυτοις CONTENT CONTENT CONTENT CONTENT
1,J 1:12,D,CONTENT CONTENT,CONTENT,substitution_morphological,δε CONTENT αυτον CONTENT αυτοις CONTENT CONTENT CONTENT CONTENT CONTENT τοις CONTENT,αυτον CONTENT CONTENT αυτω αυτοις CONTENT CONTENT CONTENT CONTENT τοις CONTENT
1,J 1:12,D,CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT CONTENT τοις CONTENT εις το CONTENT αυτου,CONTENT CONTENT CONTENT CONTENT τοις CONTENT εις το CONTENT αυτου
1,J 1:13,P66,CONTENT,αλλα,substitution_morphological,CONTENT ουδε εκ CONTENT CONTENT CONTENT εκ CONTENT CONTENT,CONTENT ουδε εκ CONTENT CONTENT αλλα εκ CONTENT CONTENT
1,J 1:13,P66,CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT εκ CONTENT CONTENT,CONTENT CONTENT αλλα εκ CONTENT CONTENT
1,J 1:13,aleph,ου CONTENT,ουκ,substitution_morphological,οι ου CONTENT εξ CONTENT ουδε εκ CONTENT,οι ουκ εξ CONTENT ουδε εκ CONTENT
1,J 1:13,aleph,CONTENT,CONTENT,substitution_morphological,οι ου CONTENT εξ CONTENT ουδε εκ CONTENT CONTENT ουδε,οι ουκ εξ CONTENT ουδε εκ CONTENT CONTENT CONTENT
1,J 1:13,aleph,CONTENT,CONTENT CONTENT,substitution_morphological,CONTENT εξ CONTENT ουδε εκ CONTENT CONTENT ουδε εκ CONTENT CONTENT,ουκ εξ CONTENT ουδε εκ CONTENT CONTENT CONTENT ουδε εκ CONTENT CONTENT
1,J 1:13,aleph,CONTENT,CONTENT CONTENT,substitution_morphological,CONTENT CONTENT CONTENT εκ CONTENT CONTENT,CONTENT CONTENT CONTENT εκ CONTENT CONTENT CONTENT
1,J 1:13,A,ου CONTENT,ουκ,substitution_morphological,οι ου CONTENT εξ CONTENT ουδε εκ CONTENT,οι ουκ εξ CONTENT ουδε εκ CONTENT
1,J 1:13,A,CONTENT,CONTENT CONTENT,substitution_morphological,CONTENT εξ CONTENT ουδε εκ CONTENT CONTENT ουδε εκ CONTENT CONTENT,ουκ εξ CONTENT ουδε εκ CONTENT CONTENT CONTENT ουδε εκ CONTENT CONTENT
1,J 1:13,A,CONTENT,CONTENT CONTENT,substitution_morphological,εκ CONTENT CONTENT ουδε εκ CONTENT CONTENT CONTENT εκ CONTENT CONTENT,CONTENT CONTENT CONTENT ουδε εκ CONTENT CONTENT CONTENT CONTENT εκ CONTENT CONTENT
1,J 1:13,A,CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT εκ CONTENT CONTENT,CONTENT CONTENT CONTENT εκ CONTENT CONTENT
1,J 1:13,D,ου CONTENT,ουκ,substitution_morphological,οι ου CONTENT εξ CONTENT ουδε εκ CONTENT,οι ουκ εξ CONTENT ουδε εκ CONTENT
1,J 1:13,D,CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT εκ CONTENT CONTENT,CONTENT CONTENT CONTENT εκ CONTENT CONTENT
1,J 1:14,P66,CONTENT το,CONTENT,substitution_morphological,και ο CONTENT CONTENT CONTENT το και CONTENT εν η CONTENT,και ο CONTENT CONTENT CONTENT και CONTENT εν CONTENT και
1,J 1:14,P66,η CONTENT,CONTENT,substitution_morphological,CONTENT το και CONTENT εν η CONTENT και CONTENT κατα την CONTENT,CONTENT CONTENT και CONTENT εν CONTENT και CONTENT την CONTENT αυτου
1,J 1:14,P66,κατα,[OMIT],omission,εν η CONTENT και CONTENT κατα την CONTENT αυτου CONTENT CONTENT,CONTENT εν CONTENT και CONTENT την CONTENT αυτου CONTENT CONTENT
1,J 1:14,P66,CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT ως CONTENT παρα CONTENT CONTENT CONTENT και CONTENT,CONTENT CONTENT ως CONTENT παρα CONTENT CONTENT CONTENT και CONTENT
1,J 1:14,aleph,CONTENT το,CONTENT,substitution_morphological,και ο CONTENT CONTENT CONTENT το και CONTENT εν η CONTENT,και ο CONTENT CONTENT CONTENT και CONTENT εν η CONTENT
1,J 1:14,aleph,CONTENT κατα,CONTENT CONTENT,substitution_morphological,CONTENT εν η CONTENT και CONTENT κατα την CONTENT αυτου CONTENT CONTENT,CONTENT εν η CONTENT και CONTENT CONTENT την CONTENT αυτου CONTENT ως
1,J 1:14,aleph,[ADD],CONTENT αυτου,addition,CONTENT και CONTENT κατα την CONTENT αυτου CONTENT CONTENT ως,CONTENT και CONTENT CONTENT την CONTENT αυτου CONTENT ως CONTENT CONTENT CONTENT
1,J 1:14,aleph,αυτου CONTENT CONTENT,[OMIT],omission,και CONTENT κατα την CONTENT αυτου CONTENT CONTENT ως CONTENT παρα CONTENT CONTENT,CONTENT την CONTENT αυτου CONTENT ως CONTENT CONTENT CONTENT CONTENT
1,J 1:14,aleph,παρα,CONTENT CONTENT,substitution_morphological,αυτου CONTENT CONTENT ως CONTENT παρα CONTENT CONTENT CONTENT και CONTENT,CONTENT αυτου CONTENT ως CONTENT CONTENT CONTENT CONTENT CONTENT CONTENT και CONTENT
1,J 1:14,A,CONTENT CONTENT το,CONTENT CONTENT,substitution_morphological,και ο CONTENT CONTENT CONTENT το και CONTENT εν η CONTENT,και ο CONTENT CONTENT CONTENT και CONTENT εν ημιν και
1,J 1:14,A,CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT CONTENT το και CONTENT εν η CONTENT και CONTENT,ο CONTENT CONTENT CONTENT και CONTENT εν ημιν και CONTENT CONTENT
1,J 1:14,A,η CONTENT,ημιν,substitution_morphological,CONTENT το και CONTENT εν η CONTENT και CONTENT κατα την CONTENT,CONTENT CONTENT και CONTENT εν ημιν και CONTENT CONTENT CONTENT αυτου
1,J 1:14,A,κατα την,CONTENT,substitution_lexical,εν η CONTENT και CONTENT κατα την CONTENT αυτου CONTENT CONTENT ως,CONTENT εν ημιν και CONTENT CONTENT CONTENT αυτου CONTENT ως CONTENT
1,J 1:14,A,CONTENT CONTENT,CONTENT,substitution_morphological,CONTENT κατα την CONTENT αυτου CONTENT CONTENT ως CONTENT παρα CONTENT CONTENT,και CONTENT CONTENT CONTENT αυτου CONTENT ως CONTENT CONTENT παρα CONTENT
1,J 1:14,A,CONTENT,CONTENT CONTENT,substitution_morphological,CONTENT αυτου CONTENT CONTENT ως CONTENT παρα CONTENT CONTENT CONTENT και,CONTENT CONTENT αυτου CONTENT ως CONTENT CONTENT παρα CONTENT CONTENT CONTENT CONTENT
1,J 1:14,A,CONTENT,CONTENT,substitution_morphological,CONTENT CONTENT ως CONTENT παρα CONTENT CONTENT CONTENT και CONTENT,CONTENT ως CONTENT CONTENT παρα CONTENT CONTENT CONTENT CONTENT και CONTENT
1,J 1:14,A,CONTENT,CONTENT CONTENT,substitution_morphological,ως CONTENT παρα CONTENT CONTENT CONTENT και CONTENT,CONTENT CONTENT παρα CONTENT CONTENT CONTENT CONTENT και CONTENT
1,J 1:14,D,CONTENT το,CONTENT,substitution_morphological,και ο CONTENT CONTENT CONTENT το και CONTENT εν η CONTENT,και ο CONTENT CONTENT CONTENT και CONTENT εν CONTENT και
